MEMBER_NBR,TERM,OPEN_DATE,LOAN_AMOUNT,RATE,CREDIT_SCORE_AT_ORIG,6_MOS_SCORE_CHG,TARGET_DATE,TIME_OBSERVED,CO,STATUS
1641330,48,2022-07-27 00:00:00.000,12000,10.4,730,1,,30,0,OPEN
56932,36,2022-10-26 00:00:00.000,4000,9.9,854,-33,11/30/2024,25,0,CLOSED
1171740,60,2022-11-08 00:00:00.000,20746.66,9.9,810,-18,,26,0,OPEN
1875080,48,2024-12-20 00:00:00.000,4000,12.99,715,0,,1,0,OPEN
1399760,60,2024-04-04 00:00:00.000,26500,12.9,745,31,,9,0,OPEN
1556490,48,2021-11-10 00:00:00.000,12108,14.4,646,-6,8/31/2023,21,1,DEFAULT
1189820,36,2022-04-29 00:00:00.000,16500,10.4,713,30,3/31/2024,23,0,CLOSED
1340780,60,2022-08-25 00:00:00.000,38340,10.4,707,17,,29,0,OPEN
1490500,48,2023-09-11 00:00:00.000,10000,13.9,733,56,,16,0,OPEN
1912280,48,2023-09-28 00:00:00.000,11341.54,13.9,702,-5,,16,0,OPEN
2037350,48,2024-01-12 00:00:00.000,12000,11.49,756,0,1/31/2024,0,0,CLOSED
2084320,60,2024-08-20 00:00:00.000,30000,11.99,832,0,,5,0,OPEN
1701530,48,2022-08-03 00:00:00.000,4000,10.4,711,-20,12/31/2024,28,1,DEFAULT
1675780,48,2022-11-07 00:00:00.000,8697.99,17.9,506,75,,26,0,OPEN
1502180,48,2023-01-23 00:00:00.000,6000,12.9,787,20,8/31/2023,7,0,CLOSED
1672960,48,2023-05-12 00:00:00.000,10000,14.4,789,3,10/31/2023,5,0,CLOSED
1589030,48,2024-09-06 00:00:00.000,4500,19.99,528,0,,4,0,OPEN
1951020,48,2022-10-04 00:00:00.000,5000,10.9,719,4,,27,0,OPEN
194251,36,2023-12-11 00:00:00.000,5000,12.9,800,2,,13,0,OPEN
1744290,48,2024-01-17 00:00:00.000,8079.84,19.49,597,-7,,12,0,OPEN
1951340,36,2024-04-24 00:00:00.000,6127.9,12.99,718,-6,,9,0,OPEN
3202690,36,2023-03-21 00:00:00.000,10000,12.9,764,0,1/31/2024,10,0,CLOSED
1585260,48,2023-05-17 00:00:00.000,12000,15.4,730,18,6/30/2024,13,0,CLOSED
299660,37,2021-02-19 00:00:00.000,20896.7,8.49,830,-15,11/30/2022,21,0,CLOSED
1644910,36,2021-07-13 00:00:00.000,4200,11.4,692,-10,9/30/2022,14,0,CLOSED
1548570,60,2021-10-14 00:00:00.000,34917.61,11.4,674,-19,5/31/2023,19,1,DEFAULT
1939060,48,2023-03-08 00:00:00.000,17641.39,14.9,676,0,1/31/2024,10,0,CLOSED
1587890,60,2023-06-02 00:00:00.000,21500,14.4,767,24,8/31/2023,2,0,CLOSED
336690,60,2021-10-06 00:00:00.000,22000,10.4,712,14,,39,0,OPEN
1856470,48,2022-05-13 00:00:00.000,5000,10.4,728,-144,11/30/2023,18,1,DEFAULT
1156270,48,2023-09-21 00:00:00.000,7822.5,13.9,713,-35,,16,0,OPEN
1618020,48,2022-05-18 00:00:00.000,20000,9.4,783,-23,,32,0,OPEN
1686740,48,2024-06-17 00:00:00.000,18014.5,12.99,710,-33,,7,0,OPEN
2070100,48,2024-06-18 00:00:00.000,5000,16.99,627,-42,,7,0,OPEN
1555860,48,2024-07-27 00:00:00.000,10000,11.99,784,-11,8/31/2024,1,0,CLOSED
1954690,48,2022-11-28 00:00:00.000,10000,12.9,642,18,6/30/2024,19,0,CLOSED
1325320,48,2023-03-10 00:00:00.000,7500,12.9,0,0,3/31/2024,12,0,CLOSED
924930,48,2023-10-03 00:00:00.000,13472,13.9,700,17,,15,0,OPEN
1839770,48,2024-07-12 00:00:00.000,5000,11.99,797,-35,,6,0,OPEN
1728150,60,2021-03-31 00:00:00.000,15000,8.49,742,52,11/30/2024,44,0,CLOSED
1873480,48,2022-07-14 00:00:00.000,9000,9.4,776,-56,4/30/2023,9,0,CLOSED
57255,48,2022-08-12 00:00:00.000,5000,9.4,759,10,8/31/2022,0,0,CLOSED
1463570,48,2022-11-01 00:00:00.000,10000,11.9,696,-5,9/30/2024,22,0,CLOSED
1437740,48,2022-02-11 00:00:00.000,8000,9.49,726,-79,,35,0,OPEN
2041610,48,2024-10-31 00:00:00.000,6000,12.99,705,0,,3,0,OPEN
1125220,60,2024-02-13 00:00:00.000,30000,12.49,736,-40,10/31/2024,8,0,CLOSED
1446680,48,2023-04-14 00:00:00.000,9000,14.4,795,-7,,21,0,OPEN
1679640,60,2024-01-04 00:00:00.000,15000,11.49,749,-21,,12,0,OPEN
2010450,48,2024-06-07 00:00:00.000,9000,12.99,724,3,,7,0,OPEN
1837440,48,2021-12-17 00:00:00.000,6041.15,11.4,688,41,10/31/2022,10,0,CLOSED
1813320,60,2022-11-28 00:00:00.000,21571.24,9.9,782,51,,26,0,OPEN
1256320,48,2024-01-19 00:00:00.000,12500,13.49,687,14,,12,0,OPEN
1907940,6,2022-06-28 00:00:00.000,6000,11.4,687,31,12/31/2022,6,0,CLOSED
966770,48,2023-11-20 00:00:00.000,4000,13.9,721,13,,14,0,OPEN
731010,60,2022-01-20 00:00:00.000,15000,8.49,745,72,,36,0,OPEN
1342010,48,2022-01-07 00:00:00.000,7000,8.49,784,-14,8/31/2022,7,0,CLOSED
1307340,48,2022-06-02 00:00:00.000,8000,14.4,645,-8,,31,0,OPEN
1697530,48,2022-06-16 00:00:00.000,5000,14.4,631,3,5/31/2023,11,0,CLOSED
3203500,30,2025-01-02 00:00:00.000,7200,11.99,762,0,,0,0,OPEN
657380,60,2021-10-19 00:00:00.000,25000,9.4,819,-42,,39,0,OPEN
1079700,48,2024-04-01 00:00:00.000,10000,11.49,754,-8,,9,0,OPEN
2032890,48,2024-09-19 00:00:00.000,10500,13.99,686,0,,4,0,OPEN
2084690,60,2024-09-20 00:00:00.000,17822.13,11.99,749,0,,4,0,OPEN
679450,48,2022-03-23 00:00:00.000,14000,8.49,760,57,12/31/2023,21,0,CLOSED
433380,48,2022-04-01 00:00:00.000,8000,9.49,702,26,,33,0,OPEN
1548420,36,2022-11-30 00:00:00.000,7000,10.9,725,-5,,26,0,OPEN
1455230,60,2022-04-08 00:00:00.000,20000,11.4,678,7,,33,0,OPEN
1131070,48,2021-07-14 00:00:00.000,4500,9.4,741,-9,,42,0,OPEN
1372450,24,2022-11-09 00:00:00.000,5080.2,14.9,646,-59,,26,0,OPEN
1738780,60,2024-03-07 00:00:00.000,20000,13.49,698,-7,,10,0,OPEN
1468140,60,2023-10-30 00:00:00.000,15790.75,14.9,683,84,12/31/2024,14,0,CLOSED
1024100,60,2021-10-05 00:00:00.000,45000,9.4,762,6,,39,0,OPEN
1636130,48,2022-01-28 00:00:00.000,11000,9.49,706,7,,36,0,OPEN
404510,48,2022-08-16 00:00:00.000,11000,11.4,693,14,3/31/2023,7,0,CLOSED
1538350,48,2023-09-19 00:00:00.000,9798.22,13.9,736,22,,16,0,OPEN
1662430,36,2024-07-12 00:00:00.000,4000,13.99,680,-15,,6,0,OPEN
840020,60,2024-08-13 00:00:00.000,18000,12.99,712,0,,5,0,OPEN
356140,24,2022-07-13 00:00:00.000,5000,9.4,815,-15,7/31/2023,12,0,CLOSED
1645150,36,2022-09-23 00:00:00.000,15000,12.4,668,73,11/30/2024,26,1,DEFAULT
1379490,48,2023-01-04 00:00:00.000,4000,12.9,747,-90,,24,0,OPEN
107830,36,2023-09-13 00:00:00.000,3500,12.9,761,-1,11/30/2024,14,0,CLOSED
1615390,36,2024-04-11 00:00:00.000,3001,14.9,671,-17,,9,0,OPEN
1775740,36,2024-11-05 00:00:00.000,10000,14.99,652,0,,2,0,OPEN
1241960,60,2021-03-22 00:00:00.000,28500,10.49,687,23,,46,0,OPEN
1327150,48,2023-10-02 00:00:00.000,30000,12.9,851,-14,11/30/2024,13,0,CLOSED
1509280,48,2023-12-04 00:00:00.000,7000,12.9,844,3,,13,0,OPEN
681720,48,2024-04-03 00:00:00.000,8500,11.49,832,-31,,9,0,OPEN
179340,60,2022-05-02 00:00:00.000,30000,9.4,805,18,,32,0,OPEN
348150,60,2022-12-06 00:00:00.000,35000,9.9,787,-12,8/31/2024,20,0,CLOSED
1704950,60,2021-05-21 00:00:00.000,50000,11.4,696,0,,44,0,OPEN
1670640,36,2021-10-22 00:00:00.000,10297.92,9.4,780,-24,3/31/2023,17,0,CLOSED
1815630,24,2021-12-20 00:00:00.000,10000,14.4,628,-1,7/31/2023,19,0,CLOSED
1741940,30,2022-01-27 00:00:00.000,3514.47,16.49,586,28,4/30/2024,27,0,CLOSED
401330,60,2021-03-25 00:00:00.000,22000,8.49,840,-33,11/30/2022,20,0,CLOSED
721770,48,2024-06-14 00:00:00.000,6000,12.99,727,-2,,7,0,OPEN
1295020,60,2022-03-25 00:00:00.000,16000,10.49,670,66,3/31/2023,12,0,CLOSED
1961160,48,2022-12-12 00:00:00.000,5000,11.9,0,0,11/30/2024,23,1,DEFAULT
1177450,36,2024-11-19 00:00:00.000,5200,13.99,672,0,,2,0,OPEN
1653700,60,2024-12-24 00:00:00.000,20000,11.99,806,0,,1,0,OPEN
1546990,48,2022-02-10 00:00:00.000,13000,10.49,688,49,,35,0,OPEN
1175070,60,2022-07-11 00:00:00.000,20000,10.4,713,2,10/31/2024,27,0,CLOSED
1894640,48,2023-06-01 00:00:00.000,10000,16.4,677,-14,,19,0,OPEN
1714930,60,2024-02-05 00:00:00.000,29900,11.49,782,-63,,11,0,OPEN
1620900,60,2021-11-26 00:00:00.000,25000,9.4,827,-6,,38,0,OPEN
1729490,48,2022-07-12 00:00:00.000,8000,11.4,692,10,,30,0,OPEN
1946410,48,2022-09-13 00:00:00.000,6000,11.4,0,0,8/31/2024,23,0,CLOSED
1511870,60,2024-01-19 00:00:00.000,21500,11.49,754,7,,12,0,OPEN
1759090,48,2022-05-19 00:00:00.000,7000,11.4,673,-96,7/31/2023,14,0,CLOSED
308820,36,2023-04-27 00:00:00.000,3500,22.4,597,10,,21,0,OPEN
2086250,48,2024-09-04 00:00:00.000,7253.24,11.99,741,0,,4,0,OPEN
1002580,48,2022-07-15 00:00:00.000,7510.13,10.4,727,-5,,30,0,OPEN
1805240,48,2024-01-10 00:00:00.000,8058,13.49,682,12,,12,0,OPEN
1823790,48,2022-09-19 00:00:00.000,7917,17.4,614,44,,28,0,OPEN
1741510,48,2022-11-07 00:00:00.000,5000,14.9,633,21,12/31/2023,13,1,DEFAULT
1615160,48,2024-10-31 00:00:00.000,20000,14.99,663,0,,3,0,OPEN
131440,48,2023-03-25 00:00:00.000,13500,12.9,796,-49,,22,0,OPEN
1999970,48,2024-07-24 00:00:00.000,6000,13.99,680,-90,,6,0,OPEN
156330,60,2023-10-12 00:00:00.000,20500,12.9,749,-5,,15,0,OPEN
1760750,60,2022-01-11 00:00:00.000,25000,8.49,792,-5,,36,0,OPEN
74092,60,2022-03-28 00:00:00.000,15000,9.49,700,0,7/31/2023,16,0,CLOSED
1674960,48,2022-07-12 00:00:00.000,11000,14.4,640,-37,5/31/2023,10,0,CLOSED
1542030,36,2022-09-26 00:00:00.000,4000,11.4,691,24,,28,0,OPEN
945610,48,2024-07-02 00:00:00.000,9000,11.99,829,-25,,6,0,OPEN
1609430,60,2024-09-10 00:00:00.000,15000,16.99,642,0,,4,0,OPEN
1701790,48,2021-02-03 00:00:00.000,10000,10.49,689,2,,47,0,OPEN
1266230,48,2021-04-06 00:00:00.000,12500,9.49,729,80,7/31/2024,39,1,DEFAULT
1745500,48,2022-05-16 00:00:00.000,7538.32,11.4,668,-98,,32,0,OPEN
202180,48,2024-04-05 00:00:00.000,6500,12.49,738,-98,,9,0,OPEN
648320,48,2024-12-06 00:00:00.000,6000,11.99,858,0,,1,0,OPEN
2077450,48,2024-12-11 00:00:00.000,10000,14.99,659,0,,1,0,OPEN
2072890,48,2025-01-14 00:00:00.000,5000,16.99,625,0,,0,0,OPEN
1296500,60,2022-02-09 00:00:00.000,15000,10.49,676,20,10/31/2022,8,0,CLOSED
1238300,48,2023-09-14 00:00:00.000,24963.13,14.9,684,34,,16,0,OPEN
1677820,48,2024-01-10 00:00:00.000,8000,12.49,737,25,,12,0,OPEN
2012810,60,2024-11-20 00:00:00.000,19500,13.99,692,0,,2,0,OPEN
664980,48,2024-07-16 00:00:00.000,4000,13.99,683,-4,,6,0,OPEN
1779710,60,2023-09-07 00:00:00.000,21542.06,13.9,715,-33,,16,0,OPEN
1839330,48,2023-10-18 00:00:00.000,6000,15.9,663,14,,15,0,OPEN
1674870,48,2024-09-30 00:00:00.000,6000,16.99,645,0,,4,0,OPEN
1325020,60,2022-03-07 00:00:00.000,15000,11.49,652,2,,34,0,OPEN
1483980,60,2022-08-26 00:00:00.000,15000,9.4,795,-22,7/31/2024,23,0,CLOSED
392760,48,2024-07-12 00:00:00.000,10000,14.99,664,8,,6,0,OPEN
2097440,48,2024-10-16 00:00:00.000,11000,12.99,732,0,,3,0,OPEN
1459620,48,2023-06-14 00:00:00.000,16000,17.4,667,52,10/31/2024,16,0,CLOSED
1642970,60,2023-07-31 00:00:00.000,10000,12.9,742,28,,18,0,OPEN
591600,48,2024-06-13 00:00:00.000,5000,12.99,722,0,,7,0,OPEN
704520,60,2021-07-12 00:00:00.000,43500,12.4,660,74,11/30/2024,40,1,DEFAULT
1322030,48,2024-08-12 00:00:00.000,9000,13.99,694,0,,5,0,OPEN
1153660,36,2023-11-25 00:00:00.000,3300,13.9,738,-28,,14,0,OPEN
2032910,48,2024-01-03 00:00:00.000,14400,15.9,665,45,,12,0,OPEN
76920,48,2021-03-15 00:00:00.000,4037.42,8.49,754,-28,10/31/2022,19,0,CLOSED
1539770,60,2022-01-31 00:00:00.000,20000,9.49,724,14,,36,0,OPEN
1055360,48,2023-05-31 00:00:00.000,11000,17.4,669,12,,20,0,OPEN
1991910,60,2023-06-02 00:00:00.000,25000,15.4,739,-131,,19,0,OPEN
1626920,48,2022-02-07 00:00:00.000,5000,13.49,640,75,,35,0,OPEN
1498070,60,2021-06-28 00:00:00.000,25000,10.4,734,-43,,43,0,OPEN
1213250,48,2022-02-14 00:00:00.000,7057,8.49,781,40,9/30/2022,7,0,CLOSED
1513570,48,2024-05-09 00:00:00.000,3700,16.99,633,-66,,8,0,OPEN
1877690,48,2024-11-06 00:00:00.000,30000,13.99,698,0,,2,0,OPEN
1629730,48,2022-09-27 00:00:00.000,5000,10.9,707,-29,10/31/2022,1,0,CLOSED
2081530,36,2024-09-11 00:00:00.000,3001,0,733,0,11/30/2024,2,1,DEFAULT
1766020,48,2025-01-30 00:00:00.000,6268.21,16.99,636,0,,0,0,OPEN
1502530,48,2021-02-18 00:00:00.000,4500,11.49,656,31,,47,0,OPEN
131820,48,2021-04-30 00:00:00.000,8000,9.4,843,-38,10/31/2022,18,0,CLOSED
1249600,36,2021-05-07 00:00:00.000,4000,11.4,697,-30,10/31/2024,41,0,CLOSED
1764760,60,2022-02-02 00:00:00.000,22000,10.49,676,51,,35,0,OPEN
1754460,60,2021-05-12 00:00:00.000,21000,9.4,751,105,,44,0,OPEN
1692960,36,2023-09-11 00:00:00.000,26000,15.9,662,33,,16,0,OPEN
1067240,36,2024-03-13 00:00:00.000,10000,11.49,778,49,5/31/2024,2,0,CLOSED
393200,25,2024-08-07 00:00:00.000,7349.67,12.99,711,0,,5,0,OPEN
1780250,36,2021-08-23 00:00:00.000,6000,11.4,675,-31,2/28/2023,18,0,CLOSED
1634990,60,2023-11-14 00:00:00.000,20000,13.9,712,65,,14,0,OPEN
1678360,48,2024-11-14 00:00:00.000,12000,12.99,706,0,,2,0,OPEN
1658960,48,2024-03-06 00:00:00.000,11000,11.49,805,-6,10/31/2024,7,0,CLOSED
59281,60,2024-04-16 00:00:00.000,18600,14.9,673,28,,9,0,OPEN
1630240,48,2021-03-05 00:00:00.000,12751.62,8.49,751,22,,46,0,OPEN
1504900,60,2021-11-16 00:00:00.000,30000,9.4,743,6,10/31/2023,23,0,CLOSED
788750,48,2022-01-14 00:00:00.000,11000,8.49,752,28,,36,0,OPEN
1518240,36,2023-05-01 00:00:00.000,15000,14.4,808,-7,,20,0,OPEN
1960180,48,2024-11-19 00:00:00.000,3200,11.99,809,0,,2,0,OPEN
1631110,60,2022-05-09 00:00:00.000,39600,10.4,729,-118,3/31/2023,10,1,DEFAULT
333590,48,2022-06-03 00:00:00.000,8000,9.4,752,9,,31,0,OPEN
1463270,60,2022-09-26 00:00:00.000,16000,10.4,708,62,,28,0,OPEN
1348600,48,2024-08-30 00:00:00.000,10750,14.99,651,0,,5,0,OPEN
75210,48,2021-06-09 00:00:00.000,10000,9.4,742,10,,43,0,OPEN
1554510,12,2022-01-03 00:00:00.000,3001,10.4,730,9,12/31/2022,11,0,CLOSED
1583020,60,2022-06-01 00:00:00.000,44558.99,9.4,770,70,,31,0,OPEN
1517920,60,2021-02-19 00:00:00.000,30000,9.49,709,64,4/30/2023,26,0,CLOSED
905040,60,2021-11-24 00:00:00.000,23623.23,9.4,812,-89,10/31/2023,23,1,DEFAULT
1964290,48,2023-08-10 00:00:00.000,13000,12.9,772,42,,17,0,OPEN
1869480,24,2024-04-22 00:00:00.000,3500,14.99,658,-143,,9,0,OPEN
1755650,60,2024-04-04 00:00:00.000,17501.64,13.9,711,44,,9,0,OPEN
1745300,60,2024-08-20 00:00:00.000,18351.53,14.99,660,0,,5,0,OPEN
1159620,60,2021-11-04 00:00:00.000,20000,10.4,700,58,,38,0,OPEN
1715720,48,2022-01-31 00:00:00.000,10000,8.49,759,13,,36,0,OPEN
1678410,48,2022-05-10 00:00:00.000,7500,11.4,679,4,3/31/2024,22,1,DEFAULT
1815490,48,2023-09-06 00:00:00.000,12500,12.4,820,8,9/30/2023,0,0,CLOSED
1484490,60,2023-06-06 00:00:00.000,20000,14.4,819,-33,,19,0,OPEN
2070080,60,2024-06-20 00:00:00.000,25000,11.99,757,-101,,7,0,OPEN
1581250,36,2024-12-24 00:00:00.000,3900,13.99,676,0,,1,0,OPEN
1787000,48,2021-07-19 00:00:00.000,10886.61,12.4,666,82,11/30/2022,16,0,CLOSED
1823850,36,2023-09-05 00:00:00.000,8500,14.9,673,4,12/31/2024,15,0,CLOSED
1600570,48,2024-08-14 00:00:00.000,12000,14.99,660,0,,5,0,OPEN
2099580,48,2024-12-20 00:00:00.000,14000,12.99,711,0,,1,0,OPEN
16977,36,2021-10-27 00:00:00.000,15000,10.4,718,10,5/31/2023,19,0,CLOSED
1799120,60,2022-09-12 00:00:00.000,15000,14.4,637,22,,28,0,OPEN
1237050,60,2023-12-05 00:00:00.000,25000,13.9,700,1,,13,0,OPEN
2038820,48,2024-06-11 00:00:00.000,7300,14.99,662,-9,,7,0,OPEN
2109940,36,2024-12-11 00:00:00.000,3000,17.4,0,0,,1,0,OPEN
1372200,48,2022-03-15 00:00:00.000,7500,9.49,700,28,10/31/2024,31,0,CLOSED
706370,60,2022-09-30 00:00:00.000,20000,10.9,723,45,,28,0,OPEN
1708640,48,2024-04-12 00:00:00.000,7700,14.9,694,-5,,9,0,OPEN
1739830,60,2024-07-29 00:00:00.000,19000,14.99,664,5,,6,0,OPEN
1725750,60,2021-03-26 00:00:00.000,30000,10.49,679,127,,46,0,OPEN
1539330,60,2022-10-27 00:00:00.000,20000,9.9,839,-64,7/31/2023,9,0,CLOSED
399710,36,2024-04-18 00:00:00.000,3500,12.9,753,-124,,9,0,OPEN
2052940,48,2024-04-08 00:00:00.000,7500,15.9,659,-4,,9,0,OPEN
1835560,48,2022-12-05 00:00:00.000,12000,11.9,683,15,,25,0,OPEN
367580,36,2023-03-06 00:00:00.000,12000,12.9,783,42,9/30/2023,6,0,CLOSED
930020,60,2023-08-17 00:00:00.000,30000,12.9,754,44,11/30/2024,15,0,CLOSED
1569600,48,2021-03-25 00:00:00.000,5500,16.49,613,52,11/30/2023,32,1,DEFAULT
1468920,48,2021-04-30 00:00:00.000,9500,9.4,806,2,10/31/2024,42,0,CLOSED
1438390,36,2021-11-26 00:00:00.000,5000,9.4,746,8,,38,0,OPEN
1421080,60,2022-08-26 00:00:00.000,25500,9.4,742,-12,,29,0,OPEN
1159780,48,2024-02-23 00:00:00.000,12000,13.49,693,-15,,11,0,OPEN
2065310,60,2024-05-30 00:00:00.000,15000,11.99,749,-15,,8,0,OPEN
64590,48,2024-06-27 00:00:00.000,14000,13.99,688,44,,7,0,OPEN
651950,48,2021-03-17 00:00:00.000,22000,9.49,728,46,3/31/2023,24,0,CLOSED
1021450,60,2021-12-17 00:00:00.000,50000,9.4,793,3,12/31/2024,36,0,CLOSED
3201180,60,2022-11-14 00:00:00.000,20000,9.9,821,0,,26,0,OPEN
2008440,48,2023-09-01 00:00:00.000,10000,13.9,707,-14,,16,0,OPEN
1652890,36,2024-08-28 00:00:00.000,20000,12.99,739,0,,5,0,OPEN
1835710,60,2021-12-21 00:00:00.000,25000,9.4,755,-65,8/31/2023,20,0,CLOSED
1340650,36,2022-01-04 00:00:00.000,3391.59,8.49,845,-57,,36,0,OPEN
1611410,48,2022-01-19 00:00:00.000,15000,8.49,773,8,,36,0,OPEN
1716490,60,2024-04-22 00:00:00.000,25000,13.9,705,-25,,9,0,OPEN
1304350,48,2023-02-07 00:00:00.000,4400,12.9,745,-15,,23,0,OPEN
527940,60,2023-03-31 00:00:00.000,20000,14.4,820,20,,22,0,OPEN
931990,48,2024-05-24 00:00:00.000,12000,12.99,727,-5,,8,0,OPEN
1359560,60,2024-05-29 00:00:00.000,20000,13.99,692,54,,8,0,OPEN
1641250,60,2021-02-12 00:00:00.000,15000,9.49,735,-1,,47,0,OPEN
1562880,60,2021-04-06 00:00:00.000,16670,9.49,719,79,12/31/2022,20,1,DEFAULT
1804820,60,2021-09-16 00:00:00.000,35000,9.4,819,-37,8/31/2022,11,0,CLOSED
1176300,48,2022-07-12 00:00:00.000,7000,9.4,761,-6,,30,0,OPEN
1308090,60,2021-03-26 00:00:00.000,20000,8.49,830,-39,6/30/2023,27,0,CLOSED
1644360,60,2021-03-31 00:00:00.000,19923,9.49,722,25,,46,0,OPEN
2031040,48,2023-12-15 00:00:00.000,6000,12.9,742,1,,13,0,OPEN
1850660,48,2022-05-06 00:00:00.000,5500,11.4,686,7,10/31/2022,5,0,CLOSED
1241090,60,2022-06-06 00:00:00.000,28669,12.4,659,-39,9/30/2023,15,0,CLOSED
1259630,60,2022-08-17 00:00:00.000,17641.05,9.4,761,34,,29,0,OPEN
1933190,60,2024-09-03 00:00:00.000,15000,11.99,792,0,,4,0,OPEN
1231210,48,2024-04-03 00:00:00.000,26000,11.49,822,-14,,9,0,OPEN
2039310,48,2024-04-08 00:00:00.000,9140,16.49,636,-32,,9,0,OPEN
1700790,48,2024-06-12 00:00:00.000,6500,11.99,789,-21,,7,0,OPEN
2069840,48,2024-06-18 00:00:00.000,7000,11.49,819,-199,,7,0,OPEN
1628700,48,2021-02-23 00:00:00.000,12000,13.49,632,13,,47,0,OPEN
1618700,48,2021-05-24 00:00:00.000,5459.88,14.4,625,13,7/31/2024,38,0,CLOSED
1619350,36,2021-07-08 00:00:00.000,5000,12.4,655,19,11/30/2022,16,0,CLOSED
1951530,36,2022-11-23 00:00:00.000,14000,9.9,755,-52,,26,0,OPEN
1217400,60,2021-12-06 00:00:00.000,15000,11.4,673,34,10/31/2023,22,0,CLOSED
1327560,12,2022-03-03 00:00:00.000,3001,8.49,762,15,10/31/2022,7,0,CLOSED
1335490,48,2022-11-17 00:00:00.000,4500,10.9,703,28,,26,0,OPEN
685880,48,2023-05-08 00:00:00.000,10000,15.4,732,-30,,20,0,OPEN
963890,48,2022-05-02 00:00:00.000,10000,9.4,754,-15,3/31/2024,22,1,DEFAULT
1814770,60,2023-11-08 00:00:00.000,22000,15.9,655,32,,14,0,OPEN
1946420,60,2024-03-22 00:00:00.000,16000,11.49,769,-12,11/30/2024,8,0,CLOSED
1436080,60,2024-08-12 00:00:00.000,16000,12.99,717,0,,5,0,OPEN
1066470,48,2022-03-08 00:00:00.000,20000,8.49,763,77,,34,0,OPEN
1399260,36,2022-11-23 00:00:00.000,32000,9.9,758,81,6/30/2023,7,0,CLOSED
445470,60,2024-01-12 00:00:00.000,15000,11.49,775,-29,,12,0,OPEN
1135090,36,2024-04-19 00:00:00.000,8000,13.9,702,29,,9,0,OPEN
1852280,48,2022-03-08 00:00:00.000,11385.66,10.49,673,34,7/31/2024,28,0,CLOSED
1839030,48,2022-05-31 00:00:00.000,5000,14.4,636,0,11/30/2023,18,0,CLOSED
2095460,60,2024-10-04 00:00:00.000,20000,13.99,684,0,,3,0,OPEN
304580,48,2021-02-08 00:00:00.000,5000,8.49,827,-20,10/31/2022,20,0,CLOSED
1847280,48,2022-01-28 00:00:00.000,13000,8.49,779,-73,,36,0,OPEN
1768090,60,2022-11-14 00:00:00.000,27769.61,9.9,761,81,,26,0,OPEN
1823750,24,2023-06-13 00:00:00.000,3001,16.4,697,-4,,19,0,OPEN
1727930,60,2022-09-20 00:00:00.000,30000,11.4,690,1,,28,0,OPEN
1867540,60,2022-10-11 00:00:00.000,20000,9.9,864,4,5/31/2024,19,0,CLOSED
348010,48,2022-12-09 00:00:00.000,5000,11.9,679,6,,25,0,OPEN
1239790,48,2023-01-05 00:00:00.000,5480,20.9,619,-1,2/29/2024,13,1,DEFAULT
2038780,48,2024-01-23 00:00:00.000,5000,13.49,677,-192,,12,0,OPEN
1445170,48,2024-04-11 00:00:00.000,12300,15.4,666,-15,,9,0,OPEN
1683910,60,2024-07-30 00:00:00.000,27562.04,11.99,844,-43,,6,0,OPEN
2087160,36,2024-09-10 00:00:00.000,3200,16.99,0,0,,4,0,OPEN
1530120,60,2021-08-02 00:00:00.000,20000,9.4,757,-26,,41,0,OPEN
437270,48,2022-04-07 00:00:00.000,6000,9.4,786,12,4/30/2023,12,0,CLOSED
1820530,36,2022-07-29 00:00:00.000,20000,10.4,707,52,11/30/2023,16,0,CLOSED
1881710,36,2022-07-27 00:00:00.000,8972,14.4,647,-10,7/31/2023,12,0,CLOSED
1255390,48,2021-04-19 00:00:00.000,6000,11.4,688,2,,45,0,OPEN
1491170,48,2023-01-09 00:00:00.000,7449.28,13.9,700,20,3/31/2024,14,0,CLOSED
700080,48,2024-08-08 00:00:00.000,12000,11.99,777,0,,5,0,OPEN
707330,48,2021-03-30 00:00:00.000,13778.72,10.49,691,28,,46,0,OPEN
1530210,60,2022-11-04 00:00:00.000,20000,12.9,667,-97,,26,0,OPEN
305920,60,2023-05-04 00:00:00.000,18000,15.4,710,-8,6/30/2024,13,0,CLOSED
1993060,48,2024-04-25 00:00:00.000,4000,16.99,640,-15,,9,0,OPEN
1035330,24,2025-01-16 00:00:00.000,3300,11.99,769,0,,0,0,OPEN
1453070,24,2021-08-27 00:00:00.000,3001,17.4,573,42,6/30/2023,22,0,CLOSED
1618280,60,2022-05-20 00:00:00.000,16565.41,9.4,847,-42,,32,0,OPEN
1688070,60,2022-12-05 00:00:00.000,40015.89,9.9,815,-18,9/30/2024,21,0,CLOSED
1598940,48,2024-04-12 00:00:00.000,7400,12.9,791,-177,,9,0,OPEN
1040000,60,2024-10-31 00:00:00.000,3916.33,11.4,0,0,10/31/2024,0,0,CLOSED
1186490,36,2021-02-24 00:00:00.000,11500,8.49,762,-23,3/31/2024,37,0,CLOSED
1549360,36,2022-08-04 00:00:00.000,4000,11.4,683,19,9/30/2024,25,1,DEFAULT
1057620,48,2022-09-22 00:00:00.000,9298.7,14.4,648,46,7/31/2023,10,0,CLOSED
1185300,48,2023-09-18 00:00:00.000,16000,12.9,837,-11,,16,0,OPEN
1620330,60,2022-04-29 00:00:00.000,17222.91,10.4,710,96,,33,0,OPEN
